region,birthplace,vote_2016,education,age_cat,birth_year,gender,household_income,hispanic,race,party_id_3,party_id_7,Z_defund_order,protest_support_blm,protest_support_brut,protest_support_dfnd,protest_support,protest_support_n,protest_support_blm_n,protest_support_blm_binary,protest_support_brut_n,protest_support_brut_binary,protest_support_dfnd_n,protest_support_dfnd_binary,protest_support_binary,gss_welfare,gss_ss,gss_enviro,gss_health,gss_education,gss_childcare,gss_science,gss_atp,gss_welfare_n,gss_ss_n,gss_enviro_n,gss_health_n,gss_education_n,gss_childcare_n,gss_science_n,gss_atp_n,police_spend,police_spend_n,police_matrix_violent_crime,police_matrix_property_crime,police_matrix_vice_crime,police_matrix_vehicle_stops,police_matrix_civil_order,police_matrix_prevent_crime,police_matrix_social_service,police_matrix_community_engage,survey
South,The United States,Trump,Bachelor's degree,30-39,1983,Male,"$100,000 - $124,999",Not Hispanic,White,Republicans,Lean Republican,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Northeast,The United States,Trump,Some college,40-49,1975,Female,"$65,000 - $79,999",Not Hispanic,White,Republicans,Weak Republican,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Midwest,The United States,NA,High school diploma,18-23,1990,Male,"$100,000 - $124,999",Mexican,Other,Democrats,Strong Democrat,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,NA,High school diploma,40-49,NA,Male,"$50,000 - $64,999",Not Hispanic,White,Republicans,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,NA,NA,Some college,30-39,NA,Female,"$100,000 - $124,999",Not Hispanic,White,Democrats,Lean Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Northeast,The United States,Clinton,Bachelor's degree,40-49,1980,Male,"$65,000 - $79,999",Not Hispanic,White,Democrats,Weak Democrat,Defund Last,Support,Support,Support,NA,NA,6,1,6,1,6,1,NA,Too little,Too little,About right,About right,Too much,About right,About right,About right,1,1,0,0,-1,0,0,0,About right,0,Social Services,Social Services,Social Services,Social Services,Social Services,Social Services,Social Services,Social Services,YCLS July 13
South,The United States,Trump,High school diploma,18-23,1995,Male,"$19,999 or less",Mexican,Black,Independents,Independent,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
West,NA,NA,Bachelor's degree,50-59,NA,Female,"$35,000 - $49,999",Not Hispanic,Other,Independents,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
West,Another country,Clinton,High school diploma,24-29,1990,Female,"$35,000 - $49,999",Other Hispanic,Other,Democrats,Lean Democrat,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,No vote,High school diploma,50-59,1968,Female,"$19,999 or less",Not Hispanic,White,Democrats,Weak Democrat,Defund Last,Neither support nor oppose,Strongly support,Somewhat oppose,NA,NA,4,0,7,1,3,0,NA,Too little,Too little,Too little,Too little,Too little,About right,Too little,Too little,1,1,1,1,1,0,0,1,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Midwest,NA,NA,Graduate degree,24-29,NA,Female,"$35,000 - $49,999",Other Hispanic,Other,Independents,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,No vote,High school diploma,50-59,1962,Female,"$20,000 - $34,999",Other Hispanic,Other,Independents,Independent,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,No vote,High school diploma,18-23,2000,Female,"$19,999 or less",Mexican,Other,Independents,Independent,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,Trump,Associate's degree,NA,1955,Female,"$80,000 - $99,999",Not Hispanic,White,Republicans,Strong Republican,Defund Last,Somewhat oppose,Somewhat support,Strongly oppose,NA,NA,3,0,5,1,1,0,NA,About right,Too little,Too much,About right,About right,About right,About right,About right,0,1,-1,0,0,0,0,0,Too little,1,Police,Police,Police,Police,Police,Police,Social Services,Both,YCLS July 13
West,The United States,Other vote,High school diploma,30-39,1982,Female,"$19,999 or less",Mexican,Other,Democrats,Strong Democrat,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,NA,NA,High school diploma,18-23,NA,Female,"$19,999 or less",Mexican,Other,Democrats,Lean Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Midwest,Another country,Clinton,High school diploma,30-39,1988,Male,"$19,999 or less",Not Hispanic,White,Democrats,Lean Democrat,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too much,About right,Too little,About right,Too much,About right,About right,Don't know,-1,0,1,0,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,Clinton,High school diploma,18-23,1997,Male,"$20,000 - $34,999",Not Hispanic,Black,Democrats,Strong Democrat,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
West,The United States,Trump,Some college,24-29,1992,Male,"$50,000 - $64,999",Not Hispanic,White,Democrats,Strong Democrat,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Midwest,The United States,Clinton,Some college,40-49,1974,Male,"$125,000 - $199,999",Not Hispanic,White,Republicans,Strong Republican,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
West,NA,NA,Bachelor's degree,50-59,NA,Female,"$125,000 - $199,999",Not Hispanic,White,Democrats,Weak Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Midwest,The United States,Clinton,Graduate degree,24-29,1999,Female,Unanswered,Mexican,Other,Democrats,Weak Democrat,Defund Last,Strongly support,Strongly support,Support,NA,NA,7,1,7,1,6,1,NA,About right,About right,Too little,Too little,Too little,Too little,About right,Too little,0,0,1,1,1,1,1,1,Too much,-1,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Northeast,The United States,Clinton,Some college,30-39,1985,Female,"$19,999 or less",Not Hispanic,White,Republicans,Lean Republican,Defund Last,Neither support nor oppose,Neither support nor oppose,Somewhat oppose,NA,NA,4,0,4,0,3,0,NA,Too little,Too little,Too little,Too little,Too little,Too little,Too little,Too little,1,1,1,1,1,1,1,1,Too much,-1,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Midwest,The United States,Other vote,Graduate degree,30-39,1981,Female,"$80,000 - $99,999",Not Hispanic,White,Republicans,Strong Republican,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,Clinton,Graduate degree,NA,1959,Female,"$80,000 - $99,999",Not Hispanic,White,Democrats,Strong Democrat,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,Clinton,Graduate degree,30-39,1986,Female,"$20,000 - $34,999",Mexican,Other,Republicans,Strong Republican,Defund Last,Neither support nor oppose,Somewhat support,Somewhat oppose,NA,NA,4,0,5,1,3,0,NA,About right,Too much,Too much,Too much,Too much,Too little,Too much,About right,0,-1,-1,-1,-1,1,1,0,Too much,-1,Police,Police,Police,Police,Police,Police,Police,Police,YCLS July 13
South,Another country,Trump,High school diploma,40-49,1978,Female,"$19,999 or less",Not Hispanic,White,Independents,Independent,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,Clinton,Some college,30-39,1986,Female,"$20,000 - $34,999",Other Hispanic,Other,Democrats,Strong Democrat,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
West,The United States,Trump,Some college,70+,1937,Male,"$50,000 - $64,999",Not Hispanic,White,Republicans,Strong Republican,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,Clinton,Associate's degree,30-39,1986,Female,"$20,000 - $34,999",Not Hispanic,Black,Democrats,Strong Democrat,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,NA,NA,Some college,18-23,NA,Female,"$19,999 or less",Mexican,Black,Democrats,Lean Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
West,The United States,Clinton,Some college,70+,1950,Female,"$80,000 - $99,999",Not Hispanic,White,Democrats,Strong Democrat,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,NA,NA,Some college,18-23,NA,Male,"$19,999 or less",Not Hispanic,Black,Republicans,Lean Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Midwest,The United States,No vote,No high school diploma,18-23,1917,Female,"$19,999 or less",Not Hispanic,Black,Democrats,Strong Democrat,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Midwest,The United States,Trump,Bachelor's degree,30-39,1987,Female,"$80,000 - $99,999",Mexican,Other,Republicans,Weak Republican,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Northeast,The United States,NA,Bachelor's degree,30-39,1984,Female,"$125,000 - $199,999",Not Hispanic,Other,Democrats,Strong Democrat,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Northeast,The United States,Trump,Bachelor's degree,50-59,1961,Female,"$200,000 and above",Not Hispanic,White,Republicans,Weak Republican,Defund First,Support,Support,Neither support nor oppose,NA,NA,6,1,6,1,4,0,NA,About right,Too little,About right,About right,Too little,About right,About right,About right,0,1,0,0,1,0,0,0,About right,0,Police,Police,Police,Police,Both,Police,Social Services,Social Services,YCLS July 13
South,The United States,Clinton,Some college,50-59,1971,Female,"$20,000 - $34,999",Not Hispanic,White,Independents,Independent,Defund First,Somewhat oppose,Somewhat oppose,Neither support nor oppose,NA,NA,3,0,3,0,4,0,NA,About right,About right,About right,Too much,Too much,Too much,Too much,Too much,0,0,0,-1,-1,-1,-1,-1,Too much,-1,Social Services,Social Services,NA,Social Services,Social Services,Police,Social Services,Police,YCLS July 13
Northeast,Another country,No vote,High school diploma,50-59,1966,Female,"$19,999 or less",Not Hispanic,White,Democrats,Lean Democrat,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
West,The United States,Trump,Some college,NA,1958,Female,"$35,000 - $49,999",Not Hispanic,White,Republicans,Weak Republican,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
West,The United States,Trump,Bachelor's degree,40-49,1970,Female,"$100,000 - $124,999",Mexican,Other,Republicans,Strong Republican,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,Clinton,Bachelor's degree,NA,1957,Female,"$35,000 - $49,999",Not Hispanic,White,Democrats,Weak Democrat,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
West,The United States,Clinton,Bachelor's degree,30-39,1988,Male,"$50,000 - $64,999",Not Hispanic,White,Democrats,Strong Democrat,Defund First,Strongly support,Strongly support,Strongly support,NA,NA,7,1,7,1,7,1,NA,Too little,Too little,Too little,Too little,Too little,Too little,Too little,Too little,1,1,1,1,1,1,1,1,Too much,-1,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Northeast,The United States,Clinton,Graduate degree,30-39,1990,Male,"$80,000 - $99,999",Not Hispanic,Other,Independents,Independent,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
West,NA,NA,Some college,70+,NA,Male,"$50,000 - $64,999",Not Hispanic,White,Republicans,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,Clinton,Graduate degree,70+,1943,Male,"$20,000 - $34,999",Not Hispanic,White,Democrats,Strong Democrat,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Midwest,The United States,Clinton,Bachelor's degree,30-39,1983,Female,"$50,000 - $64,999",Not Hispanic,Other,Democrats,Lean Democrat,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,Clinton,Bachelor's degree,40-49,1974,Female,"$200,000 and above",Not Hispanic,White,Democrats,Strong Democrat,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
West,The United States,Clinton,Graduate degree,18-23,1998,Male,"$80,000 - $99,999",Not Hispanic,Other,Democrats,Strong Democrat,Defund First,Strongly support,Strongly support,Somewhat support,NA,NA,7,1,7,1,5,1,NA,Too little,About right,Too little,About right,Too little,Too little,Too much,Too little,1,0,1,0,1,1,1,1,Too much,-1,Police,Police,Police,Social Services,Social Services,Police,Social Services,Social Services,YCLS July 13
South,The United States,Clinton,Bachelor's degree,70+,1947,Female,"$19,999 or less",Not Hispanic,Black,Democrats,Strong Democrat,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,Trump,Some college,40-49,1972,Female,"$35,000 - $49,999",Not Hispanic,White,Republicans,Strong Republican,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Midwest,NA,NA,High school diploma,60-69,NA,Female,"$20,000 - $34,999",Not Hispanic,White,Democrats,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Midwest,The United States,No vote,High school diploma,40-49,1974,Female,"$20,000 - $34,999",Other Hispanic,Other,Independents,Independent,Defund First,Somewhat support,Neither support nor oppose,Strongly oppose,NA,NA,5,1,4,0,1,0,NA,About right,Too little,Too little,About right,Too little,About right,About right,Too little,0,1,1,0,1,0,0,1,About right,0,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,Trump,High school diploma,50-59,1968,Female,"$50,000 - $64,999",Not Hispanic,White,Republicans,Strong Republican,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
West,The United States,Clinton,Graduate degree,70+,1949,Male,"$20,000 - $34,999",Not Hispanic,White,Democrats,Strong Democrat,Defund Last,Support,Strongly support,Strongly support,NA,NA,6,1,7,1,7,1,NA,Too little,Too little,Too little,Too little,Too little,Too little,About right,Too little,1,1,1,1,1,1,1,1,Too much,-1,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,Clinton,Bachelor's degree,NA,1955,Male,"$35,000 - $49,999",Not Hispanic,White,Democrats,Weak Democrat,Defund Last,Strongly support,Strongly support,Neither support nor oppose,NA,NA,7,1,7,1,4,0,NA,Too little,Too little,Too little,Too little,Too little,Too little,Too little,Too little,1,1,1,1,1,1,1,1,Don't know,NA,Police,Police,Police,Police,Police,Police,Both,Both,YCLS July 13
Midwest,NA,NA,Some college,NA,NA,Female,"$20,000 - $34,999",Not Hispanic,White,Independents,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,No vote,Bachelor's degree,50-59,1970,Female,"$19,999 or less",Not Hispanic,White,Independents,Independent,Defund Last,Strongly oppose,Neither support nor oppose,Strongly oppose,NA,NA,1,0,4,0,1,0,NA,Too little,Too little,About right,Don't know,About right,Too much,Too much,Too little,1,1,0,NA,0,-1,-1,1,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Midwest,The United States,Trump,Graduate degree,NA,1956,Male,Unanswered,Not Hispanic,White,Republicans,Strong Republican,Defund Last,Somewhat support,Support,Strongly oppose,NA,NA,5,1,6,1,1,0,NA,Too much,About right,Too little,Too much,About right,About right,Too little,Too little,-1,0,1,-1,0,0,0,1,Too little,1,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Northeast,The United States,Clinton,Bachelor's degree,30-39,1989,Male,"$50,000 - $64,999",Not Hispanic,White,Democrats,Strong Democrat,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,Another country,Clinton,Bachelor's degree,50-59,1967,Female,"$35,000 - $49,999",Other Hispanic,Other,Democrats,Strong Democrat,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,Another country,No vote,No high school diploma,24-29,1990,Female,"$19,999 or less",Mexican,Other,Democrats,Weak Democrat,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,Another country,No vote,Associate's degree,NA,1955,Male,"$50,000 - $64,999",Other Hispanic,Other,Democrats,Lean Democrat,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Midwest,The United States,NA,High school diploma,18-23,2000,Female,Unanswered,Not Hispanic,White,Independents,Independent,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,NA,Bachelor's degree,50-59,1965,Male,"$35,000 - $49,999",Not Hispanic,White,Republicans,Weak Republican,Defund First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Northeast,The United States,No vote,High school diploma,40-49,1971,Female,"$19,999 or less",Not Hispanic,White,Democrats,Lean Democrat,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,NA,NA,Associate's degree,18-23,NA,Male,"$200,000 and above",Not Hispanic,White,Democrats,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
Northeast,The United States,Other vote,Associate's degree,50-59,1970,Female,"$50,000 - $64,999",Not Hispanic,White,Independents,Independent,Defund Last,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,Trump,Some college,NA,1954,Female,"$80,000 - $99,999",Not Hispanic,White,Republicans,Strong Republican,Defund Last,Somewhat support,Somewhat support,Strongly oppose,NA,NA,5,1,5,1,1,0,NA,Too much,Too little,Too much,Too much,Too little,About right,About right,Too much,-1,1,-1,-1,1,0,0,-1,Too little,1,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,NA,NA,Bachelor's degree,18-23,NA,Male,"$19,999 or less",Not Hispanic,Black,Democrats,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
South,The United States,Clinton,High school diploma,70+,1950,Female,"$19,999 or less",Other Hispanic,Other,Democrats,Strong Democrat,Defund First,Somewhat support,Strongly support,Strongly oppose,NA,NA,5,1,7,1,1,0,NA,Too much,Too little,Too little,Too little,Too little,Don't know,About right,Too little,-1,1,1,1,1,NA,NA,1,About right,0,NA,NA,NA,NA,NA,NA,NA,NA,YCLS July 13
